,user_id,nationalpark_id,rating
620,11,1,
621,11,2,
622,11,3,4
623,11,4,4.5
624,11,5,
625,11,6,
626,11,7,
627,11,8,
628,11,9,
629,11,10,
630,11,11,
631,11,12,
632,11,13,
633,11,14,4.5
634,11,15,
635,11,16,
636,11,17,5
637,11,18,
638,11,19,
639,11,20,
640,11,21,
641,11,22,5
642,11,23,
643,11,24,
644,11,25,
645,11,26,
646,11,27,
647,11,28,
648,11,29,
649,11,30,
650,11,31,4
651,11,32,
652,11,33,
653,11,34,
654,11,35,
655,11,36,
656,11,37,5
657,11,38,
658,11,39,
659,11,40,
660,11,41,
661,11,42,
662,11,43,
663,11,44,4.5
664,11,45,
665,11,46,
666,11,47,
667,11,48,
668,11,49,
669,11,50,
670,11,51,
671,11,52,
672,11,53,
673,11,54,
674,11,55,
675,11,56,
676,11,57,
677,11,58,
678,11,59,
679,11,60,
680,11,61,4.5
681,11,62,
682,12,1,
683,12,2,
684,12,3,
685,12,4,
686,12,5,
687,12,6,
688,12,7,
689,12,8,
690,12,9,
691,12,10,
692,12,11,
693,12,12,
694,12,13,
695,12,14,
696,12,15,
697,12,16,
698,12,17,
699,12,18,
700,12,19,
701,12,20,
702,12,21,
703,12,22,
704,12,23,
705,12,24,
706,12,25,
707,12,26,
708,12,27,
709,12,28,
710,12,29,
711,12,30,
712,12,31,
713,12,32,
714,12,33,
715,12,34,
716,12,35,
717,12,36,
718,12,37,
719,12,38,
720,12,39,
721,12,40,
722,12,41,
723,12,42,
724,12,43,
725,12,44,
726,12,45,
727,12,46,
728,12,47,
729,12,48,
730,12,49,
731,12,50,
732,12,51,
733,12,52,
734,12,53,
735,12,54,
736,12,55,
737,12,56,
738,12,57,
739,12,58,
740,12,59,
741,12,60,
742,12,61,
743,12,62,
744,13,1,5
745,13,2,
746,13,3,
747,13,4,
748,13,5,
749,13,6,
750,13,7,
751,13,8,
752,13,9,
753,13,10,
754,13,11,
755,13,12,
756,13,13,
757,13,14,
758,13,15,5
759,13,16,
760,13,17,
761,13,18,
762,13,19,
763,13,20,
764,13,21,
765,13,22,
766,13,23,
767,13,24,
768,13,25,
769,13,26,
770,13,27,
771,13,28,
772,13,29,
773,13,30,
774,13,31,
775,13,32,
776,13,33,
777,13,34,
778,13,35,
779,13,36,
780,13,37,
781,13,38,
782,13,39,
783,13,40,
784,13,41,
785,13,42,
786,13,43,
787,13,44,
788,13,45,
789,13,46,
790,13,47,
791,13,48,
792,13,49,
793,13,50,5
794,13,51,
795,13,52,
796,13,53,5
797,13,54,
798,13,55,
799,13,56,
800,13,57,
801,13,58,
802,13,59,
803,13,60,
804,13,61,
805,13,62,5
806,14,1,
807,14,2,
808,14,3,
809,14,4,
810,14,5,
811,14,6,
812,14,7,
813,14,8,4.5
814,14,9,
815,14,10,
816,14,11,
817,14,12,
818,14,13,
819,14,14,
820,14,15,
821,14,16,5
822,14,17,
823,14,18,
824,14,19,
825,14,20,
826,14,21,
827,14,22,
828,14,23,
829,14,24,5
830,14,25,
831,14,26,
832,14,27,
833,14,28,
834,14,29,
835,14,30,
836,14,31,
837,14,32,
838,14,33,
839,14,34,
840,14,35,5
841,14,36,
842,14,37,
843,14,38,4.5
844,14,39,
845,14,40,
846,14,41,
847,14,42,
848,14,43,
849,14,44,
850,14,45,
851,14,46,
852,14,47,
853,14,48,
854,14,49,
855,14,50,
856,14,51,4.5
857,14,52,4.5
858,14,53,
859,14,54,
860,14,55,
861,14,56,
862,14,57,
863,14,58,
864,14,59,
865,14,60,4.5
866,14,61,5
867,14,62,5
868,15,1,
869,15,2,
870,15,3,
871,15,4,
872,15,5,
873,15,6,
874,15,7,
875,15,8,
876,15,9,
877,15,10,
878,15,11,
879,15,12,
880,15,13,
881,15,14,
882,15,15,
883,15,16,
884,15,17,
885,15,18,
886,15,19,
887,15,20,
888,15,21,
889,15,22,
890,15,23,
891,15,24,
892,15,25,
893,15,26,
894,15,27,
895,15,28,
896,15,29,
897,15,30,
898,15,31,
899,15,32,
900,15,33,
901,15,34,
902,15,35,
903,15,36,
904,15,37,
905,15,38,
906,15,39,
907,15,40,
908,15,41,
909,15,42,
910,15,43,
911,15,44,
912,15,45,
913,15,46,
914,15,47,
915,15,48,
916,15,49,
917,15,50,
918,15,51,
919,15,52,
920,15,53,
921,15,54,
922,15,55,
923,15,56,
924,15,57,
925,15,58,
926,15,59,
927,15,60,
928,15,61,
929,15,62,
930,16,1,4
931,16,2,
932,16,3,4
933,16,4,4.5
934,16,5,
935,16,6,
936,16,7,
937,16,8,
938,16,9,
939,16,10,
940,16,11,
941,16,12,
942,16,13,
943,16,14,4.5
944,16,15,
945,16,16,
946,16,17,
947,16,18,
948,16,19,
949,16,20,
950,16,21,
951,16,22,
952,16,23,4
953,16,24,4.5
954,16,25,5
955,16,26,
956,16,27,
957,16,28,
958,16,29,
959,16,30,
960,16,31,
961,16,32,
962,16,33,
963,16,34,
964,16,35,4
965,16,36,
966,16,37,
967,16,38,
968,16,39,
969,16,40,
970,16,41,3.5
971,16,42,
972,16,43,4
973,16,44,
974,16,45,
975,16,46,5
976,16,47,
977,16,48,
978,16,49,4.5
979,16,50,4.5
980,16,51,
981,16,52,
982,16,53,
983,16,54,4
984,16,55,
985,16,56,
986,16,57,
987,16,58,
988,16,59,
989,16,60,4
990,16,61,4.5
991,16,62,
992,17,1,
993,17,2,
994,17,3,
995,17,4,
996,17,5,
997,17,6,
998,17,7,
999,17,8,
1000,17,9,
1001,17,10,
1002,17,11,
1003,17,12,
1004,17,13,
1005,17,14,
1006,17,15,
1007,17,16,
1008,17,17,
1009,17,18,
1010,17,19,
1011,17,20,
1012,17,21,
1013,17,22,
1014,17,23,
1015,17,24,5
1016,17,25,
1017,17,26,
1018,17,27,
1019,17,28,4.5
1020,17,29,
1021,17,30,
1022,17,31,
1023,17,32,
1024,17,33,
1025,17,34,
1026,17,35,
1027,17,36,
1028,17,37,
1029,17,38,
1030,17,39,
1031,17,40,
1032,17,41,
1033,17,42,
1034,17,43,
1035,17,44,
1036,17,45,
1037,17,46,
1038,17,47,
1039,17,48,
1040,17,49,
1041,17,50,5
1042,17,51,
1043,17,52,4.5
1044,17,53,
1045,17,54,
1046,17,55,
1047,17,56,
1048,17,57,
1049,17,58,
1050,17,59,
1051,17,60,
1052,17,61,5
1053,17,62,4.5
1054,18,1,
1055,18,2,
1056,18,3,
1057,18,4,
1058,18,5,
1059,18,6,
1060,18,7,
1061,18,8,5
1062,18,9,
1063,18,10,
1064,18,11,
1065,18,12,
1066,18,13,
1067,18,14,
1068,18,15,
1069,18,16,4.5
1070,18,17,
1071,18,18,
1072,18,19,
1073,18,20,
1074,18,21,
1075,18,22,
1076,18,23,
1077,18,24,
1078,18,25,
1079,18,26,
1080,18,27,
1081,18,28,
1082,18,29,
1083,18,30,
1084,18,31,
1085,18,32,
1086,18,33,
1087,18,34,
1088,18,35,
1089,18,36,
1090,18,37,
1091,18,38,
1092,18,39,
1093,18,40,
1094,18,41,
1095,18,42,
1096,18,43,
1097,18,44,
1098,18,45,
1099,18,46,
1100,18,47,
1101,18,48,
1102,18,49,
1103,18,50,
1104,18,51,
1105,18,52,
1106,18,53,
1107,18,54,
1108,18,55,
1109,18,56,
1110,18,57,
1111,18,58,
1112,18,59,
1113,18,60,
1114,18,61,4.5
1115,18,62,5
1116,19,1,
1117,19,2,
1118,19,3,
1119,19,4,1.5
1120,19,5,
1121,19,6,
1122,19,7,
1123,19,8,
1124,19,9,
1125,19,10,
1126,19,11,
1127,19,12,
1128,19,13,
1129,19,14,
1130,19,15,
1131,19,16,
1132,19,17,
1133,19,18,
1134,19,19,
1135,19,20,
1136,19,21,
1137,19,22,
1138,19,23,
1139,19,24,1.5
1140,19,25,1.5
1141,19,26,
1142,19,27,
1143,19,28,
1144,19,29,
1145,19,30,
1146,19,31,
1147,19,32,
1148,19,33,
1149,19,34,
1150,19,35,
1151,19,36,
1152,19,37,
1153,19,38,
1154,19,39,
1155,19,40,
1156,19,41,
1157,19,42,
1158,19,43,
1159,19,44,
1160,19,45,
1161,19,46,
1162,19,47,
1163,19,48,
1164,19,49,
1165,19,50,
1166,19,51,
1167,19,52,
1168,19,53,
1169,19,54,
1170,19,55,
1171,19,56,
1172,19,57,
1173,19,58,
1174,19,59,
1175,19,60,1.5
1176,19,61,1.5
1177,19,62,1.5
1178,20,1,
1179,20,2,
1180,20,3,4
1181,20,4,
1182,20,5,
1183,20,6,
1184,20,7,
1185,20,8,
1186,20,9,
1187,20,10,
1188,20,11,
1189,20,12,
1190,20,13,
1191,20,14,4
1192,20,15,
1193,20,16,
1194,20,17,5
1195,20,18,
1196,20,19,3.5
1197,20,20,
1198,20,21,
1199,20,22,
1200,20,23,5
1201,20,24,4.5
1202,20,25,4.5
1203,20,26,
1204,20,27,
1205,20,28,
1206,20,29,
1207,20,30,
1208,20,31,
1209,20,32,
1210,20,33,
1211,20,34,
1212,20,35,
1213,20,36,
1214,20,37,
1215,20,38,
1216,20,39,
1217,20,40,
1218,20,41,
1219,20,42,
1220,20,43,
1221,20,44,
1222,20,45,
1223,20,46,
1224,20,47,
1225,20,48,5
1226,20,49,
1227,20,50,5
1228,20,51,
1229,20,52,
1230,20,53,
1231,20,54,
1232,20,55,
1233,20,56,5
1234,20,57,
1235,20,58,
1236,20,59,
1237,20,60,5
1238,20,61,5
1239,20,62,
1240,21,1,
1241,21,2,
1242,21,3,4
1243,21,4,
1244,21,5,
1245,21,6,
1246,21,7,
1247,21,8,5
1248,21,9,
1249,21,10,2.5
1250,21,11,
1251,21,12,
1252,21,13,
1253,21,14,
1254,21,15,
1255,21,16,4
1256,21,17,
1257,21,18,
1258,21,19,3.5
1259,21,20,
1260,21,21,
1261,21,22,
1262,21,23,
1263,21,24,5
1264,21,25,
1265,21,26,
1266,21,27,
1267,21,28,3.5
1268,21,29,
1269,21,30,
1270,21,31,
1271,21,32,
1272,21,33,
1273,21,34,
1274,21,35,
1275,21,36,
1276,21,37,
1277,21,38,
1278,21,39,
1279,21,40,
1280,21,41,
1281,21,42,
1282,21,43,4
1283,21,44,
1284,21,45,
1285,21,46,
1286,21,47,
1287,21,48,
1288,21,49,
1289,21,50,
1290,21,51,
1291,21,52,
1292,21,53,
1293,21,54,
1294,21,55,
1295,21,56,
1296,21,57,
1297,21,58,
1298,21,59,
1299,21,60,
1300,21,61,5
1301,21,62,4.5
1302,22,1,3
1303,22,2,
1304,22,3,3
1305,22,4,3
1306,22,5,
1307,22,6,
1308,22,7,
1309,22,8,4
1310,22,9,3
1311,22,10,
1312,22,11,5
1313,22,12,
1314,22,13,
1315,22,14,3
1316,22,15,
1317,22,16,3.5
1318,22,17,3.5
1319,22,18,
1320,22,19,
1321,22,20,
1322,22,21,
1323,22,22,
1324,22,23,3.5
1325,22,24,5
1326,22,25,3
1327,22,26,3
1328,22,27,3
1329,22,28,4.5
1330,22,29,
1331,22,30,
1332,22,31,
1333,22,32,
1334,22,33,
1335,22,34,
1336,22,35,2.5
1337,22,36,
1338,22,37,
1339,22,38,5
1340,22,39,
1341,22,40,
1342,22,41,3
1343,22,42,
1344,22,43,3
1345,22,44,5
1346,22,45,3
1347,22,46,
1348,22,47,3
1349,22,48,
1350,22,49,4.5
1351,22,50,5
1352,22,51,3
1353,22,52,4.5
1354,22,53,4.5
1355,22,54,4.5
1356,22,55,
1357,22,56,
1358,22,57,
1359,22,58,
1360,22,59,
1361,22,60,5
1362,22,61,4.5
1363,22,62,4
1364,23,1,
1365,23,2,
1366,23,3,
1367,23,4,
1368,23,5,
1369,23,6,
1370,23,7,
1371,23,8,2
1372,23,9,
1373,23,10,
1374,23,11,
1375,23,12,
1376,23,13,
1377,23,14,2
1378,23,15,
1379,23,16,
1380,23,17,
1381,23,18,
1382,23,19,
1383,23,20,
1384,23,21,
1385,23,22,
1386,23,23,2
1387,23,24,
1388,23,25,1.5
1389,23,26,
1390,23,27,
1391,23,28,1.5
1392,23,29,
1393,23,30,
1394,23,31,
1395,23,32,
1396,23,33,
1397,23,34,
1398,23,35,
1399,23,36,
1400,23,37,
1401,23,38,
1402,23,39,
1403,23,40,
1404,23,41,
1405,23,42,
1406,23,43,
1407,23,44,
1408,23,45,
1409,23,46,
1410,23,47,
1411,23,48,1.5
1412,23,49,
1413,23,50,
1414,23,51,
1415,23,52,
1416,23,53,
1417,23,54,
1418,23,55,
1419,23,56,
1420,23,57,
1421,23,58,
1422,23,59,
1423,23,60,1.5
1424,23,61,1.5
1425,23,62,1.5
1426,24,1,5
1427,24,2,
1428,24,3,
1429,24,4,5
1430,24,5,
1431,24,6,4.5
1432,24,7,5
1433,24,8,
1434,24,9,
1435,24,10,
1436,24,11,
1437,24,12,
1438,24,13,4.5
1439,24,14,
1440,24,15,5
1441,24,16,
1442,24,17,5
1443,24,18,5
1444,24,19,4.5
1445,24,20,
1446,24,21,4
1447,24,22,5
1448,24,23,5
1449,24,24,5
1450,24,25,5
1451,24,26,
1452,24,27,5
1453,24,28,5
1454,24,29,
1455,24,30,
1456,24,31,
1457,24,32,4.5
1458,24,33,4
1459,24,34,
1460,24,35,
1461,24,36,
1462,24,37,5
1463,24,38,
1464,24,39,
1465,24,40,
1466,24,41,
1467,24,42,4.5
1468,24,43,
1469,24,44,
1470,24,45,
1471,24,46,
1472,24,47,
1473,24,48,5
1474,24,49,5
1475,24,50,5
1476,24,51,5
1477,24,52,
1478,24,53,5
1479,24,54,5
1480,24,55,
1481,24,56,4.5
1482,24,57,
1483,24,58,4.5
1484,24,59,
1485,24,60,5
1486,24,61,5
1487,24,62,
1488,25,1,1.5
1489,25,2,
1490,25,3,1
1491,25,4,1.5
1492,25,5,
1493,25,6,1
1494,25,7,1.5
1495,25,8,
1496,25,9,1
1497,25,10,1.5
1498,25,11,1.5
1499,25,12,
1500,25,13,1.5
1501,25,14,0.5
1502,25,15,1
1503,25,16,
1504,25,17,1.5
1505,25,18,1.5
1506,25,19,1.5
1507,25,20,
1508,25,21,1
1509,25,22,
1510,25,23,1.5
1511,25,24,1.5
1512,25,25,1.5
1513,25,26,1.5
1514,25,27,1.5
1515,25,28,1
1516,25,29,
1517,25,30,
1518,25,31,1.5
1519,25,32,1
1520,25,33,1.5
1521,25,34,
1522,25,35,
1523,25,36,
1524,25,37,1.5
1525,25,38,
1526,25,39,
1527,25,40,
1528,25,41,1.5
1529,25,42,1
1530,25,43,1.5
1531,25,44,1
1532,25,45,1.5
1533,25,46,1.5
1534,25,47,1.5
1535,25,48,
1536,25,49,1.5
1537,25,50,1.5
1538,25,51,
1539,25,52,
1540,25,53,1.5
1541,25,54,1.5
1542,25,55,
1543,25,56,1
1544,25,57,
1545,25,58,1.5
1546,25,59,1.5
1547,25,60,1.5
1548,25,61,
1549,25,62,1
1550,26,1,5
1551,26,2,
1552,26,3,
1553,26,4,
1554,26,5,
1555,26,6,
1556,26,7,
1557,26,8,
1558,26,9,
1559,26,10,
1560,26,11,
1561,26,12,
1562,26,13,
1563,26,14,
1564,26,15,
1565,26,16,
1566,26,17,
1567,26,18,
1568,26,19,4
1569,26,20,
1570,26,21,
1571,26,22,
1572,26,23,
1573,26,24,5
1574,26,25,
1575,26,26,
1576,26,27,
1577,26,28,
1578,26,29,
1579,26,30,4
1580,26,31,
1581,26,32,
1582,26,33,
1583,26,34,
1584,26,35,
1585,26,36,
1586,26,37,
1587,26,38,4
1588,26,39,
1589,26,40,
1590,26,41,
1591,26,42,
1592,26,43,
1593,26,44,
1594,26,45,
1595,26,46,
1596,26,47,
1597,26,48,
1598,26,49,5
1599,26,50,
1600,26,51,
1601,26,52,
1602,26,53,4
1603,26,54,
1604,26,55,
1605,26,56,
1606,26,57,
1607,26,58,
1608,26,59,
1609,26,60,
1610,26,61,5
1611,26,62,5
1612,27,1,
1613,27,2,
1614,27,3,
1615,27,4,
1616,27,5,
1617,27,6,
1618,27,7,
1619,27,8,
1620,27,9,
1621,27,10,
1622,27,11,
1623,27,12,
1624,27,13,
1625,27,14,2.5
1626,27,15,
1627,27,16,
1628,27,17,
1629,27,18,
1630,27,19,2
1631,27,20,
1632,27,21,
1633,27,22,
1634,27,23,
1635,27,24,5
1636,27,25,
1637,27,26,
1638,27,27,
1639,27,28,4
1640,27,29,
1641,27,30,3.5
1642,27,31,3
1643,27,32,
1644,27,33,
1645,27,34,2.5
1646,27,35,1.5
1647,27,36,
1648,27,37,
1649,27,38,
1650,27,39,
1651,27,40,
1652,27,41,
1653,27,42,3
1654,27,43,
1655,27,44,
1656,27,45,
1657,27,46,
1658,27,47,
1659,27,48,3.5
1660,27,49,4
1661,27,50,
1662,27,51,4.5
1663,27,52,
1664,27,53,
1665,27,54,
1666,27,55,
1667,27,56,
1668,27,57,
1669,27,58,
1670,27,59,
1671,27,60,3.5
1672,27,61,5
1673,27,62,
1674,28,1,
1675,28,2,
1676,28,3,4
1677,28,4,
1678,28,5,
1679,28,6,
1680,28,7,
1681,28,8,5
1682,28,9,
1683,28,10,
1684,28,11,
1685,28,12,
1686,28,13,
1687,28,14,4.5
1688,28,15,
1689,28,16,
1690,28,17,
1691,28,18,
1692,28,19,
1693,28,20,
1694,28,21,
1695,28,22,
1696,28,23,5
1697,28,24,4
1698,28,25,
1699,28,26,
1700,28,27,
1701,28,28,
1702,28,29,
1703,28,30,
1704,28,31,
1705,28,32,
1706,28,33,
1707,28,34,
1708,28,35,4.5
1709,28,36,
1710,28,37,
1711,28,38,4
1712,28,39,
1713,28,40,
1714,28,41,5
1715,28,42,
1716,28,43,
1717,28,44,
1718,28,45,
1719,28,46,
1720,28,47,
1721,28,48,3.5
1722,28,49,4
1723,28,50,4
1724,28,51,4
1725,28,52,
1726,28,53,
1727,28,54,3.5
1728,28,55,
1729,28,56,
1730,28,57,
1731,28,58,
1732,28,59,
1733,28,60,
1734,28,61,4.5
1735,28,62,4.5
1736,29,1,
1737,29,2,
1738,29,3,
1739,29,4,4
1740,29,5,
1741,29,6,
1742,29,7,
1743,29,8,
1744,29,9,
1745,29,10,
1746,29,11,
1747,29,12,
1748,29,13,
1749,29,14,
1750,29,15,
1751,29,16,
1752,29,17,
1753,29,18,
1754,29,19,4
1755,29,20,
1756,29,21,
1757,29,22,
1758,29,23,
1759,29,24,
1760,29,25,
1761,29,26,
1762,29,27,
1763,29,28,
1764,29,29,
1765,29,30,
1766,29,31,
1767,29,32,
1768,29,33,
1769,29,34,
1770,29,35,
1771,29,36,
1772,29,37,
1773,29,38,
1774,29,39,
1775,29,40,
1776,29,41,
1777,29,42,
1778,29,43,
1779,29,44,
1780,29,45,
1781,29,46,
1782,29,47,
1783,29,48,
1784,29,49,
1785,29,50,
1786,29,51,
1787,29,52,
1788,29,53,
1789,29,54,
1790,29,55,
1791,29,56,
1792,29,57,
1793,29,58,
